date,client_type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
2018-11-29,FII,139755,132341,854312,510529,192295,252044,63625,100701,5196,10217,5927,9491,1453819,822614
2018-11-29,Pro,19786,40165,133859,70884,139875,156705,121818,195894,24001,30143,42281,19728,504369,490770
2018-11-29,TOTAL,366142,366142,1799385,1799385,592960,945514,592960,945514,128110,84709,128110,84709,3916820,3916820
2018-11-30,Client,132597,162979,799917,223790,329832,473266,489287,736502,134676,57525,111167,68345,1927813,1792071
2018-11-30,DII,65205,22323,45104,1029141,33707,120199,0,0,0,0,0,0,264215,1051464
2018-11-30,FII,141058,132251,879023,535135,213978,299763,86987,115778,17981,17905,16628,14856,1569708,901635
2018-11-30,Pro,19464,40771,141493,77471,161816,188691,163059,229639,31457,32438,56319,24667,575359,591926
2018-11-30,TOTAL,358324,358324,1865537,1865537,739334,1081919,739334,1081919,184114,107868,184114,107868,4337096,4337096
2018-12-03,Client,132795,164347,810629,235055,442633,557590,561908,789253,161828,71891,136861,79011,2177366,1966436
2018-12-03,DII,59205,21123,47841,1032486,31627,121899,0,0,0,0,0,0,260572,1053609
2018-12-03,FII,150041,137169,891799,538561,216866,298939,95209,128443,22889,21082,19662,17906,1601616,936950
2018-12-03,Pro,20208,39610,144656,88823,181607,191967,215616,252699,37054,34043,65248,30099,609535,692095
2018-12-03,TOTAL,362249,362249,1894925,1894925,872734,1170395,872734,1170395,221771,127016,221771,127016,4649090,4649090
2018-12-04,Client,126681,158284,811732,234465,511367,579834,612044,814184,189781,80118,154157,87148,2299513,2060283
2018-12-04,DII,59018,21123,49759,1026159,30627,121902,0,0,0,0,0,0,261306,1047282
2018-12-04,FII,156009,144970,893300,549152,226501,304817,95039,129728,25161,22239,23378,21147,1628027,963414
2018-12-04,Pro,19584,36915,144409,89424,165518,194045,226930,256686,37871,37752,75278,31814,599179,717047
2018-12-04,TOTAL,361292,361292,1899200,1899200,934014,1200598,934014,1200598,252813,140109,252813,140109,4788026,4788026
2018-12-05,Client,126802,146956,831147,238641,653695,606518,674075,821226,220225,83708,173276,96428,2522095,2150603
2018-12-05,DII,61364,21746,50642,1022138,30627,122034,0,0,0,0,0,0,264667,1043884
2018-12-05,FII,160120,167942,883104,558318,235114,287334,97382,134640,30009,25130,25659,21643,1620811,1005584
2018-12-05,Pro,21703,33345,149408,95204,167044,196956,315023,256976,37801,42340,89100,33107,615252,822755
2018-12-05,TOTAL,369989,369989,1914301,1914301,1086481,1212842,1086481,1212842,288035,151178,288035,151178,5022826,5022826
2018-12-06,Client,129350,133443,838069,237610,360412,396240,491731,675651,242998,87439,186533,103403,2054508,1828372
2018-12-06,DII,68556,21041,56196,1019887,30627,121550,0,0,0,0,0,0,276929,1040928
2018-12-06,FII,159121,189235,881893,577525,225607,297304,90434,128982,33324,26299,28556,23042,1623548,1037774
2018-12-06,Pro,20261,33569,152595,93731,150010,175135,184491,185596,37414,47817,98647,35110,583232,631144
2018-12-06,TOTAL,377288,377288,1928753,1928753,766657,990229,766657,990229,313736,161555,313736,161555,4538218,4538218
2018-12-07,Client,131862,150931,840899,242681,387814,508731,518600,748351,255604,96466,198145,109969,2221376,1968677
2018-12-07,DII,74824,20741,58638,1025799,30628,121550,0,0,0,0,0,0,285640,1046540
2018-12-07,FII,167132,189689,892761,580723,227428,305307,89393,144169,34608,28332,30648,24710,1655568,1059332
2018-12-07,Pro,22008,34465,155957,99052,159091,192206,196968,235274,40629,49336,102048,39455,619227,707262
2018-12-07,TOTAL,395826,395826,1948255,1948255,804960,1127794,804960,1127794,330841,174134,330841,174134,4781811,4781811
2018-12-10,Client,121999,134148,834098,223537,541005,536981,606924,774064,272616,101687,207189,115408,2408386,2061271
2018-12-10,DII,77561,20615,55071,1028854,34637,121550,0,0,0,0,0,0,288819,1049469
2018-12-10,FII,154838,189106,886786,587916,229890,305046,92594,142673,36017,30675,33802,28207,1643252,1074298
2018-12-10,Pro,21423,31952,154604,90252,188695,215709,294709,262549,42918,53628,110560,42375,676977,832397
2018-12-10,TOTAL,375821,375821,1930559,1930559,994228,1179286,994228,1179286,351551,185990,351551,185990,5017435,5017435
2018-12-11,Client,126661,127179,820757,216970,621770,725375,670358,881240,288635,110367,218526,122620,2693565,2236893
2018-12-11,DII,79400,19885,53667,1031577,37738,121560,0,0,0,0,0,0,292365,1051462
2018-12-11,FII,151296,191080,892255,582266,250099,328733,103622,174382,37690,32744,35399,30100,1692817,1116849
2018-12-11,Pro,18486,37699,159435,95301,202800,214637,338427,334683,44392,55442,116792,45833,695192,968735
2018-12-11,TOTAL,375843,375843,1926114,1926114,1112406,1390305,1112406,1390305,370717,198553,370717,198553,5373939,5373939
2018-12-12,Client,133200,136740,832706,218512,593191,869106,655805,982078,288901,122077,223051,127591,2839181,2343778
2018-12-12,DII,78163,23130,55201,1041645,37737,119794,0,0,0,207,0,0,291102,1064775
2018-12-12,FII,148476,198611,894962,586932,249970,336631,98166,172134,39126,35391,34870,31522,1704556,1122235
2018-12-12,Pro,30883,32241,164980,100760,192296,237785,319223,409104,48600,53945,118706,52507,728489,1032541
2018-12-12,TOTAL,390722,390722,1947849,1947849,1073195,1563316,1073195,1563316,376627,211620,376627,211620,5563329,5563329
2018-12-13,Client,124922,149158,836864,227312,447960,607048,536003,805863,297263,134660,233469,132833,2448717,2084639
2018-12-13,DII,70882,23946,56049,1035688,35302,101132,0,0,0,207,0,0,263572,1059634
2018-12-13,FII,165848,183456,895357,586611,239518,346960,100053,147696,42327,37008,34502,33142,1727018,1085460
2018-12-13,Pro,26263,31355,165332,103991,162143,206723,248867,308304,50330,53106,121949,59006,663897,873472
2018-12-13,TOTAL,387915,387915,1953602,1953602,884924,1261863,884924,1261863,389920,224981,389920,224981,5103205,5103205
2018-12-14,Client,125076,143128,828300,227300,507818,697173,601433,875820,315633,141456,248354,138069,2615456,2234105
2018-12-14,DII,65995,24066,53732,1031861,35302,89880,0,0,0,207,0,0,245116,1055927
2018-12-14,FII,170015,183339,897875,581602,243301,363458,104126,151737,46024,37666,36199,33342,1758339,1090345
2018-12-14,Pro,22541,33094,168245,107389,168983,201573,249845,324527,53241,54216,130345,62134,668799,907334
2018-12-14,TOTAL,383627,383627,1948152,1948152,955405,1352084,955405,1352084,414898,233545,414898,233545,5287711,5287711
2018-12-17,Client,130759,144608,831317,230220,549714,842383,633842,970760,323691,151118,254742,142714,2828982,2376886
2018-12-17,DII,61221,24253,51729,1030254,33778,89255,0,0,0,207,0,0,236190,1054507
2018-12-17,FII,171468,190938,897011,578579,243714,370398,101803,161637,46656,38946,36232,34712,1768193,1103901
2018-12-17,Pro,25617,29266,172358,113362,181828,227842,273389,397481,55586,55261,134959,68106,718492,1016563
2018-12-17,TOTAL,389065,389065,1952415,1952415,1009034,1529878,1009034,1529878,425933,245532,425933,245532,5551857,5551857
2018-12-18,Client,135198,143879,836084,234079,567770,875040,637343,1015253,330171,155146,259698,146037,2899409,2436289
2018-12-18,DII,57590,24553,48564,1030256,33278,89255,0,0,0,207,0,0,228894,1054809
2018-12-18,FII,173097,204784,895322,576717,243063,377363,96028,162505,47733,39654,37391,34750,1776232,1112175
2018-12-18,Pro,34191,26860,178502,117420,175494,250252,286234,414152,57670,56788,138485,71008,752897,1054159
2018-12-18,TOTAL,400076,400076,1958472,1958472,1019605,1591910,1019605,1591910,435574,251795,435574,251795,5657432,5657432
2018-12-19,Client,140394,152921,840135,238766,602597,930198,665653,1042070,323657,168146,257423,149199,3005127,2506032
2018-12-19,DII,57848,24464,47949,1026674,33278,85583,0,0,0,207,0,0,224865,1051138
2018-12-19,FII,184317,210671,896403,576559,243301,378153,98871,164779,44717,40252,38030,37393,1787143,1126303
2018-12-19,Pro,32569,27072,180355,122843,187724,239633,302376,426718,65332,57949,138253,79962,763562,1097224
2018-12-19,TOTAL,415128,415128,1964842,1964842,1066900,1633567,1066900,1633567,433706,266554,433706,266554,5780697,5780697
2018-12-20,Client,140385,153789,854512,239382,446963,684165,548977,861727,342089,165184,264867,151553,2633298,2220295
2018-12-20,DII,57249,24331,45622,1028990,33278,85583,0,0,0,207,0,0,221939,1053321
2018-12-20,FII,188341,210681,889328,575341,247159,374160,98365,161230,46787,40992,39552,36859,1786767,1122028
2018-12-20,Pro,35071,32245,188255,134004,152542,202206,232600,323157,65035,62400,149492,80371,705509,951869
2018-12-20,TOTAL,421046,421046,1977717,1977717,879942,1346114,879942,1346114,453911,268783,453911,268783,5347513,5347513
2018-12-21,Client,145711,165225,869305,238011,697241,601244,685526,864190,369111,153131,275518,150538,2835743,2379008
2018-12-21,DII,63426,21544,38666,1020114,32278,90979,0,0,0,207,0,0,225556,1041658
2018-12-21,FII,190410,215774,879604,580499,246641,393214,101271,154241,46388,41156,41919,35980,1797413,1129684
2018-12-21,Pro,33610,30614,194280,143231,166476,206972,355839,273978,63744,67518,161806,75494,732600,1040962
2018-12-21,TOTAL,433157,433157,1981855,1981855,1142636,1292409,1142636,1292409,479243,262012,479243,262012,5591312,5591312
2018-12-24,Client,151347,179401,877148,236067,769576,610378,718075,896853,366333,151787,271981,150031,2926569,2452408
2018-12-24,DII,73883,18038,37563,1016116,32278,90979,0,0,0,207,0,0,234910,1034154
2018-12-24,FII,187713,209400,888995,596939,244382,416431,94823,156800,46268,39344,42507,36192,1823133,1136661
2018-12-24,Pro,28400,34504,198284,152868,187895,220361,421233,284496,62592,66851,160705,71966,764383,1125772
2018-12-24,TOTAL,441343,441343,2001990,2001990,1234131,1338149,1234131,1338149,475193,258189,475193,258189,5748995,5748995
2018-12-26,Client,173411,196535,887299,248612,662253,741583,675504,969439,332157,152214,251924,145509,2948917,2487523
2018-12-26,DII,75139,20027,34693,1006387,32278,91009,0,0,0,84,0,0,233203,1026414
2018-12-26,FII,206524,236582,904012,613475,235535,419850,93696,155435,46305,38021,41752,35917,1850247,1176857
2018-12-26,Pro,26753,28683,178663,136193,197352,222447,358218,350015,66115,64381,150901,73274,755711,1097284
2018-12-26,TOTAL,481827,481827,2004667,2004667,1127418,1474889,1127418,1474889,444577,254700,444577,254700,5788078,5788078
2018-12-27,Client,116107,163679,781902,165035,354937,354849,456640,601511,78327,37081,66435,56976,1723203,1510276
2018-12-27,DII,75836,19621,11897,958703,26017,90929,0,0,0,0,0,0,204679,978324
2018-12-27,FII,147529,144709,774449,494714,132607,224606,32958,61328,3549,8313,301,7447,1291053,741457
2018-12-27,Pro,16059,27522,125716,75512,137063,159016,161026,166561,19479,31812,34619,12783,489145,478023
2018-12-27,TOTAL,355531,355531,1693964,1693964,650624,829400,650624,829400,101355,77206,101355,77206,3708080,3708080
2018-12-28,Client,128409,180695,797389,180507,416730,478440,525768,718566,107700,49327,95004,69023,1977995,1769563
2018-12-28,DII,72324,19615,12078,970314,26017,89389,0,0,0,0,0,0,199808,989929
2018-12-28,FII,153778,143546,786881,491194,146869,253108,32457,67452,10497,13913,5316,10772,1365046,750737
2018-12-28,Pro,20424,31079,131049,85382,162019,189628,193410,224547,27457,34718,45334,18163,565295,597915
2018-12-28,TOTAL,374935,374935,1727397,1727397,751635,1010565,751635,1010565,145654,97958,145654,97958,4108144,4108144
2018-12-31,Client,131568,190920,816532,188112,500338,538428,605363,778542,128583,56030,110850,77450,2171479,1951237
2018-12-31,DII,76042,19219,11969,978016,25017,89389,0,0,0,0,0,0,202417,997235
2018-12-31,FII,164952,148135,789457,495072,153098,274229,34277,68769,12833,16183,7177,11881,1410752,765311
2018-12-31,Pro,21179,35467,132565,89323,196872,219320,235685,274055,30914,37494,54303,20376,638344,709209
2018-12-31,TOTAL,393741,393741,1750523,1750523,875325,1121366,875325,1121366,172330,109707,172330,109707,4422992,4422992
2019-01-01,Client,140513,195049,830720,196965,499537,615236,610454,837905,141311,61216,122051,83229,2288533,2045653
2019-01-01,DII,75685,18833,12352,980823,25017,88438,0,0,0,0,0,0,201492,999656
2019-01-01,FII,160384,150688,789094,496188,155103,276532,32552,67922,14928,17246,8463,12785,1413287,768598
2019-01-01,Pro,25904,37916,134507,92697,214027,231176,250678,305555,34390,40427,60115,22875,680431,769836
2019-01-01,TOTAL,402486,402486,1766673,1766673,893684,1211382,893684,1211382,190629,118889,190629,118889,4583743,4583743
2019-01-02,Client,136626,188248,842400,200089,716857,603558,722582,851527,176152,67619,144698,97465,2543212,2204609
2019-01-02,DII,79654,18833,12714,976637,24357,88438,0,0,0,0,0,0,205163,995470
2019-01-02,FII,169205,170209,787724,513301,161448,293155,38223,83499,21800,21430,14941,16767,1454762,836940
2019-01-02,Pro,25164,33359,136210,89021,212487,257356,354344,307481,36555,49828,74868,24645,717600,883718
2019-01-02,TOTAL,410649,410649,1779048,1779048,1115149,1242507,1115149,1242507,234507,138877,234507,138877,4920737,4920737
2019-01-03,Client,141594,186696,865123,201350,530555,392383,585033,706679,204614,74498,163401,106910,2208767,1950069
2019-01-03,DII,80283,18423,12676,979661,24357,91078,0,0,0,0,0,0,208394,998084
2019-01-03,FII,175439,182528,787437,531202,165153,312289,42099,89401,25832,27696,17667,22053,1493846,884950
2019-01-03,Pro,22790,32459,141182,94205,160840,213411,253773,213081,38495,54336,87873,27567,631054,708958
2019-01-03,TOTAL,420106,420106,1806418,1806418,880905,1009161,880905,1009161,268941,156530,268941,156530,4542061,4542061
2019-01-04,Client,148460,191045,878330,206504,547547,527908,617544,818897,215029,81579,176701,113806,2398853,2124497
2019-01-04,DII,78281,18423,12765,984899,24357,91078,0,0,0,0,0,0,206481,1003322
2019-01-04,FII,178454,190796,794410,536589,171162,320490,52342,101053,29866,32102,21306,24736,1526484,926822
2019-01-04,Pro,28325,33256,143117,100630,195013,239080,268193,258606,43951,54948,90839,30087,704434,781611
2019-01-04,TOTAL,433520,433520,1828622,1828622,938079,1178556,938079,1178556,288846,168629,288846,168629,4836252,4836252
2019-01-07,Client,148545,189788,886154,218689,621993,591092,669001,862672,229088,90500,187800,119589,2567372,2247539
2019-01-07,DII,72156,18423,12420,984241,24357,91078,0,0,0,0,0,0,200011,1002664
2019-01-07,FII,184854,192673,799782,538645,178600,328307,55233,105092,30708,33167,22873,25929,1555418,940445
2019-01-07,Pro,24850,29521,140361,97142,186245,256710,286961,299423,44751,54899,93874,33048,707816,839969
2019-01-07,TOTAL,430405,430405,1838717,1838717,1011195,1267187,1011195,1267187,304547,178566,304547,178566,5030617,5030617
2019-01-08,Client,171884,199952,901131,234321,607665,708499,671051,933529,239515,99432,198145,124934,2728126,2361932
2019-01-08,DII,72306,18780,15065,988235,24357,91078,0,0,0,0,0,0,202806,1007015
2019-01-08,FII,187711,202359,807826,541482,183535,332084,57544,115729,30725,33867,23531,26252,1575748,966897
2019-01-08,Pro,27384,38194,143655,103639,195612,248433,282574,330836,51429,56673,99993,38786,723186,894022
2019-01-08,TOTAL,459285,459285,1867677,1867677,1011169,1380094,1011169,1380094,321669,189972,321669,189972,5229866,5229866
2019-01-09,Client,172943,197869,907003,244984,607044,779263,673473,983091,255454,105239,211402,131316,2826946,2442135
2019-01-09,DII,68417,18780,15159,982685,24357,91078,0,0,0,0,0,0,199011,1001465
2019-01-09,FII,193970,204908,808393,549882,192151,355263,58096,122482,33457,36649,26143,28249,1619883,989760
2019-01-09,Pro,28638,42411,148934,101938,214526,243969,306509,364000,52628,58831,103994,41154,747526,960006
2019-01-09,TOTAL,463968,463968,1879489,1879489,1038078,1469573,1038078,1469573,341539,200719,341539,200719,5393366,5393366
2019-01-10,Client,167951,193166,907725,249213,482776,483880,577433,768760,273453,111239,222774,137353,2427024,2148699
2019-01-10,DII,62384,19030,16373,983388,24357,91078,0,0,0,0,0,0,194192,1002418
2019-01-10,FII,200233,206643,811800,546665,192439,350636,58177,121083,35215,40205,27724,31511,1630528,991803
2019-01-10,Pro,28503,40232,149542,106174,174963,216690,238925,252441,54226,61010,112396,43590,684934,793758
2019-01-10,TOTAL,459071,459071,1885440,1885440,874535,1142284,874535,1142284,362894,212454,362894,212454,4936678,4936678
2019-01-11,Client,159444,183022,910081,248205,611041,520418,666544,823677,303683,112779,238422,142470,2617446,2302340
2019-01-11,DII,60961,19030,16960,990655,24357,91078,0,0,0,0,0,0,193356,1009685
2019-01-11,FII,197995,212831,813751,546633,200058,363210,64206,128630,38064,42429,34518,32727,1655507,1019545
2019-01-11,Pro,32702,36219,153343,108642,189049,241953,293755,264352,52266,63191,121073,43202,732504,867243
2019-01-11,TOTAL,451102,451102,1894135,1894135,1024505,1216659,1024505,1216659,394013,218399,394013,218399,5198813,5198813
2019-01-14,Client,161519,170324,901490,239677,720754,556383,738268,850411,318232,112620,246760,142783,2770998,2388223
2019-01-14,DII,60979,19030,17363,992734,24357,91078,0,0,54,0,0,0,193831,1011764
2019-01-14,FII,198404,226383,820596,545506,201961,379446,66936,141560,41393,43549,37872,32687,1685349,1050944
2019-01-14,Pro,34076,39241,153264,114796,190542,247177,332410,282113,53590,63779,128637,44478,742428,941675
2019-01-14,TOTAL,454978,454978,1892713,1892713,1137614,1274084,1137614,1274084,413269,219948,413269,219948,5392606,5392606
2019-01-15,Client,163084,178601,897625,246004,646142,693436,729413,923784,303482,119724,245826,142807,2823493,2466435
2019-01-15,DII,58879,18051,20722,996433,24357,89118,0,0,0,0,0,0,193076,1014484
2019-01-15,FII,218149,231125,831639,547297,207464,382551,67944,145344,43023,46135,36621,34449,1728961,1062780
2019-01-15,Pro,32603,44938,155372,115624,212967,223664,293573,319641,56789,59505,120847,48108,740900,942731
2019-01-15,TOTAL,472715,472715,1905358,1905358,1090930,1388769,1090930,1388769,403294,225364,403294,225364,5486430,5486430
2019-01-16,Client,168781,172392,894843,249491,704834,755420,756302,968294,316177,126413,251523,147713,2966468,2545715
2019-01-16,DII,56409,18283,21181,994601,24357,89118,0,0,0,0,0,0,191065,1012884
2019-01-16,FII,226691,251773,839479,551327,211198,393291,67397,155317,43361,47197,37476,35972,1761217,1099262
2019-01-16,Pro,30301,39734,155210,115294,217479,222674,334169,336892,56784,61482,127323,51407,743930,1004819
2019-01-16,TOTAL,482182,482182,1910713,1910713,1157868,1460503,1157868,1460503,416322,235092,416322,235092,5662680,5662680
2019-01-17,Client,177656,165648,888286,260871,451822,544905,560429,773419,335164,126037,259219,149691,2523870,2169277
2019-01-17,DII,55109,21943,21427,989671,24357,89785,0,0,0,0,0,0,190678,1011614
2019-01-17,FII,225904,258920,845174,551623,208410,383196,69016,161734,43833,48518,39141,36948,1755035,1117382
2019-01-17,Pro,26330,38488,160213,112935,173261,182313,228405,265046,58572,65483,139209,53399,666172,837482
2019-01-17,TOTAL,484999,484999,1915100,1915100,857850,1200199,857850,1200199,437569,240038,437569,240038,5135755,5135755
2019-01-18,Client,173246,160495,887965,259454,482510,572201,570357,784410,348057,136229,264749,154802,2600208,2194267
2019-01-18,DII,55116,22150,21366,996005,24357,89785,0,0,0,0,0,0,190624,1018155
2019-01-18,FII,224945,261948,849497,549223,211528,381657,72069,172335,46858,50137,42850,40052,1764622,1138477
2019-01-18,Pro,28887,37601,161067,115213,150568,176692,226537,263590,58722,67793,146038,59305,643729,848284
2019-01-18,TOTAL,482194,482194,1919895,1919895,868963,1220335,868963,1220335,453637,254159,453637,254159,5199183,5199183
2019-01-21,Client,176036,157716,892374,270093,483544,633404,583404,817568,356987,145290,265817,158030,2687635,2252628
2019-01-21,DII,52804,30256,21476,991336,24357,91460,0,0,0,0,0,0,190097,1021592
2019-01-21,FII,228930,260302,860835,556901,224431,380123,71393,177400,46944,51192,43435,42699,1792455,1152130
2019-01-21,Pro,29190,38686,164592,120947,159466,174890,237001,284909,58996,69214,153675,64967,656348,900185
2019-01-21,TOTAL,486960,486960,1939277,1939277,891798,1279877,891798,1279877,462927,265696,462927,265696,5326535,5326535
2019-01-22,Client,174235,152977,887313,278035,525814,600541,605267,823944,375624,148230,272037,160567,2711757,2292827
2019-01-22,DII,52809,30738,22510,990572,24444,91460,0,0,0,0,0,0,191223,1021310
2019-01-22,FII,223581,260615,868894,552795,229343,416444,75941,181725,48015,51882,47479,43652,1838159,1162207
2019-01-22,Pro,28645,34940,169068,126383,158493,172769,256886,275545,58508,71077,162631,66970,658560,923355
2019-01-22,TOTAL,479270,479270,1947785,1947785,938094,1281214,938094,1281214,482147,271189,482147,271189,5399699,5399699
2019-01-23,Client,177361,155174,888358,273432,661977,543674,674850,803536,393934,146925,278165,161224,2812229,2346381
2019-01-23,DII,54803,31291,21986,992890,24444,90813,0,0,36,0,0,0,192082,1024181
2019-01-23,FII,218311,258021,864240,550523,226849,442921,85282,207685,47673,51887,50929,44584,1851881,1197024
2019-01-23,Pro,30001,35990,173003,130742,165113,186677,318251,252864,60073,73788,172622,66792,688655,977261
2019-01-23,TOTAL,480476,480476,1947587,1947587,1078383,1264085,1078383,1264085,501716,272600,501716,272600,5544847,5544847
2019-01-24,Client,174617,147049,885190,275864,456737,461595,522697,720100,389992,151417,276778,161397,2519548,2103885
2019-01-24,DII,58828,31441,24321,991920,24444,90793,0,0,0,0,0,0,198386,1023361
2019-01-24,FII,216729,260559,881987,558171,220006,429209,85448,206063,48354,53084,51958,44489,1849369,1206688
2019-01-24,Pro,23767,34892,175908,141451,139588,150250,232630,205684,63393,71869,173003,70484,624775,858144
2019-01-24,TOTAL,473941,473941,1967406,1967406,840775,1131847,840775,1131847,501739,276370,501739,276370,5192078,5192078
2019-01-25,Client,168433,148201,870418,259946,541532,458185,581941,737405,407333,143142,280681,158945,2589043,2167119
2019-01-25,DII,54913,33131,23742,995927,24444,90823,0,0,0,0,0,0,193922,1029058
2019-01-25,FII,226927,254737,889047,569714,223247,437272,89510,208410,48285,52492,56394,45853,1877270,1224618
2019-01-25,Pro,23771,37975,184952,142572,130869,168774,248641,209239,63469,75938,182012,66774,647773,887213
2019-01-25,TOTAL,474044,474044,1968159,1968159,920092,1155054,920092,1155054,519087,271572,519087,271572,5308008,5308008
2019-01-28,Client,155196,152374,849481,232831,703982,443717,646538,740249,410859,142866,277688,155237,2706101,2204917
2019-01-28,DII,60581,30718,24146,995405,24444,90823,0,0,0,0,0,0,199994,1026123
2019-01-28,FII,231127,246144,905781,591407,218228,459867,114592,214365,47603,50962,57293,45868,1913568,1269669
2019-01-28,Pro,21435,39103,186295,146060,139035,159585,324559,199378,61923,74461,185404,67184,642734,961688
2019-01-28,TOTAL,468339,468339,1965703,1965703,1085689,1153992,1085689,1153992,520385,268289,520385,268289,5462397,5462397
2019-01-29,Client,152938,150554,862874,235459,710458,454600,642284,748281,400763,150229,276388,157123,2731862,2210089
2019-01-29,DII,70165,36139,22038,997490,24444,90823,0,0,165,0,0,0,207635,1033629
2019-01-29,FII,242285,261233,918240,608298,228323,460409,121128,214892,48371,50771,57360,46498,1948399,1309409
2019-01-29,Pro,18217,35679,192057,153962,151816,161060,351629,203719,65539,74860,181090,72239,663549,998318
2019-01-29,TOTAL,483605,483605,1995209,1995209,1115041,1166892,1115041,1166892,514838,275860,514838,275860,5551445,5551445
2019-01-30,Client,165951,133261,852870,245605,679306,506372,615972,776630,384422,149335,267127,156068,2738256,2194663
2019-01-30,DII,66165,31889,21765,994361,24444,88899,0,0,487,0,0,0,201760,1026250
2019-01-30,FII,240896,283205,939708,620956,234973,459036,132010,206430,47247,51214,55712,46221,1973074,1344534
2019-01-30,Pro,15210,39867,186366,139787,144033,157813,334774,229060,66599,73350,175916,71610,643371,991014
2019-01-30,TOTAL,488222,488222,2000709,2000709,1082756,1212120,1082756,1212120,498755,273899,498755,273899,5556461,5556461
2019-01-31,Client,138657,106531,751385,205016,222103,350265,370896,561494,96309,54050,76547,62311,1612769,1382795
2019-01-31,DII,59645,30596,11414,965700,24484,89009,0,0,546,0,0,0,185098,996296
2019-01-31,FII,108823,157429,880814,516739,180496,284170,57554,144118,3305,10438,2670,9672,1468046,888182
2019-01-31,Pro,14729,27298,118595,74753,118775,137188,117408,155020,21042,29744,41985,22249,440073,438713
2019-01-31,TOTAL,321854,321854,1762208,1762208,545858,860632,545858,860632,121202,94232,121202,94232,3705986,3705986
2019-02-01,Client,129076,113114,753524,222448,407614,436027,501291,619798,146265,77450,117492,79340,1949956,1653483
2019-02-01,DII,55869,32572,14355,964791,24474,90302,0,0,644,0,0,0,185644,997363
2019-02-01,FII,129357,157036,910173,527668,197315,294912,71036,155195,17054,20654,16250,21901,1569465,949086
2019-02-01,Pro,19048,30628,125891,89036,138255,138942,195331,185190,32156,35778,62377,32641,490070,595203
2019-02-01,TOTAL,333350,333350,1803943,1803943,767658,960183,767658,960183,196119,133882,196119,133882,4195135,4195135
2019-02-04,Client,137645,111981,763119,233031,429417,532076,527726,704921,182051,94481,144309,95306,2138789,1817274
2019-02-04,DII,51761,33972,16477,962775,24474,90312,0,0,644,0,175,0,183668,996922
2019-02-04,FII,131165,161562,917631,535382,199617,322784,74030,165742,21809,24656,20261,24990,1617662,981967
2019-02-04,Pro,18601,31657,130814,96853,148855,161276,200607,235785,40524,42899,80283,41740,542969,686925
2019-02-04,TOTAL,339172,339172,1828041,1828041,802363,1106448,802363,1106448,245028,162036,245028,162036,4483088,4483088
2019-02-05,Client,141144,116273,763785,238899,467403,598186,556648,756017,204944,109077,164402,106569,2284539,1938808
2019-02-05,DII,47749,38472,17416,957459,24444,90312,0,0,688,0,295,0,180609,996226
2019-02-05,FII,141996,164056,917912,544002,206126,322934,75181,171025,23646,26091,21592,26450,1638705,1002306
2019-02-05,Pro,20532,32620,138123,96876,146380,150284,212524,234674,47504,46854,90493,49003,549677,716190
2019-02-05,TOTAL,351421,351421,1837236,1837236,844353,1161716,844353,1161716,276782,182022,276782,182022,4653530,4653530
2019-02-06,Client,148732,137679,759050,244363,469221,700537,584224,809394,209576,126941,176785,116207,2414057,2068652
2019-02-06,DII,45345,43644,19186,959094,24459,95262,0,0,688,12,530,0,184952,1003268
2019-02-06,FII,176051,165161,927235,538645,213747,330760,74993,180331,25392,30230,22114,30380,1703415,1011624
2019-02-06,Pro,22525,46169,142599,105968,165040,151335,213250,288169,56309,47281,92536,57877,585089,803969
2019-02-06,TOTAL,392653,392653,1848070,1848070,872467,1277894,872467,1277894,291965,204464,291965,204464,4887513,4887513
2019-02-07,Client,143633,143275,756770,245423,318148,522181,470802,666174,222303,137063,188306,123324,2100098,1837304
2019-02-07,DII,44123,45334,21120,962984,24459,102720,0,0,688,12,563,0,193122,1008881
2019-02-07,FII,183550,160349,931783,533919,208085,318433,57014,179004,29358,33027,24616,32852,1704236,987754
2019-02-07,Pro,24866,47214,143631,110978,130201,126516,153077,224672,57700,47404,96564,61330,530318,693835
2019-02-07,TOTAL,396172,396172,1853304,1853304,680893,1069850,680893,1069850,310049,217506,310049,217506,4527774,4527774
2019-02-08,Client,143156,134096,768882,250413,395353,501338,529428,693298,257738,139477,205451,132192,2205944,1944878
2019-02-08,DII,39582,49550,22072,956001,24469,105000,0,0,688,12,605,0,191823,1006156
2019-02-08,FII,186979,166380,934668,553843,228999,325667,57626,176669,31743,35103,28572,34532,1743159,1017622
2019-02-08,Pro,22470,42161,149975,115340,127860,144255,189627,206293,56293,53989,111834,61857,554842,727112
2019-02-08,TOTAL,392187,392187,1875597,1875597,776681,1076260,776681,1076260,346462,228581,346462,228581,4695768,4695768
2019-02-11,Client,143195,142891,781007,252225,475289,553783,582699,747513,280263,148359,219695,137583,2381896,2082606
2019-02-11,DII,39482,49225,23584,961790,24469,105614,0,0,688,0,605,0,193837,1011620
2019-02-11,FII,195950,171295,935563,563660,233117,340770,58711,174016,35149,38913,31213,38642,1779462,1037537
2019-02-11,Pro,22077,37293,156281,118760,142840,153450,234305,232088,57126,54943,121713,65990,586717,810149
