date,client_type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
2017-04-12,TOTAL,396554,396554,1432367,1432367,987941,1097898,987941,1097899,284088,152985,284088,152985,4351833,4351834
2017-04-13,Client,124032,215616,843326,233497,387488,495333,548167,668401,244354,97290,182682,102641,2191823,1951004
2017-04-13,DII,23550,31909,21195,411310,142584,5364,0,0,120,20,0,0,192833,443219
2017-04-13,FII,231060,84578,449995,731923,233845,376261,212879,76749,25652,23902,28021,15182,1340715,1149332
2017-04-13,Pro,15133,61672,129549,67335,169442,159139,172313,290948,38528,38818,97951,42207,550609,732426
2017-04-13,TOTAL,393775,393775,1444065,1444065,933359,1036097,933359,1036098,308654,160030,308654,160030,4275980,4275981
2017-04-17,Client,126014,217415,849220,235877,426775,529721,586362,695156,254225,102083,190928,105339,2288038,2031077
2017-04-17,DII,23550,29279,21760,414808,142584,6030,0,0,120,20,0,0,194064,444087
2017-04-17,FII,230557,85380,448274,730974,238380,382712,214435,77107,25447,24087,28171,15713,1349457,1151780
2017-04-17,Pro,13490,61537,133224,70819,182806,162197,189748,308398,41266,39058,101959,44196,572041,776657
2017-04-17,TOTAL,393611,393611,1452478,1452478,990545,1080660,990545,1080661,321058,165248,321058,165248,4403600,4403601
2017-04-18,Client,129289,222367,850468,236240,473919,529916,608393,719559,267110,105872,196564,109711,2356574,2092834
2017-04-18,DII,23562,22770,22099,413371,142584,6030,0,0,120,20,0,0,194415,436141
2017-04-18,FII,226987,85252,448456,729576,244057,401007,218270,79256,27622,25277,29251,16412,1373406,1158017
2017-04-18,Pro,14958,64407,132506,74342,183921,180751,217818,318890,41681,41441,110718,46487,595258,832662
2017-04-18,TOTAL,394796,394796,1453529,1453529,1044481,1117704,1044481,1117705,336533,172610,336533,172610,4519653,4519654
2017-04-19,Client,135310,218730,862163,242960,541965,532521,639989,740907,280857,111628,203575,112116,2464444,2158277
2017-04-19,DII,23562,22654,22480,423062,142584,5830,0,0,120,20,0,0,194596,445716
2017-04-19,FII,219859,91358,447979,726501,232297,432390,221489,83922,27915,26201,31029,16592,1386641,1170891
2017-04-19,Pro,17619,63608,139310,79409,190115,168154,245483,314066,42081,40910,116369,50051,598189,868986
2017-04-19,TOTAL,396350,396350,1471932,1471932,1106961,1138895,1106961,1138895,350973,178759,350973,178759,4643870,4643870
2017-04-20,Client,132298,207055,873002,243693,440664,500999,580741,705879,286317,114188,206627,114095,2347468,2058090
2017-04-20,DII,23562,22641,22704,430095,142584,5630,0,0,170,40,0,0,194690,452736
2017-04-20,FII,219342,94171,440069,724327,228672,435541,222855,83444,27711,27458,32142,16413,1378793,1173352
2017-04-20,Pro,14343,65678,146257,83917,187538,154233,195862,307081,42982,40912,118411,52090,586265,823039
2017-04-20,TOTAL,389545,389545,1482032,1482032,999458,1096403,999458,1096404,357180,182598,357180,182598,4507216,4507217
2017-04-21,Client,140549,202876,881524,250656,495097,492405,605349,724418,292235,114026,210097,116593,2415836,2109989
2017-04-21,DII,23562,22774,23236,432851,142584,5630,0,0,170,40,0,0,195222,455625
2017-04-21,FII,205435,98550,439240,723583,228322,449003,226931,84240,27873,27391,32981,16430,1377264,1182715
2017-04-21,Pro,17024,62370,156420,93330,194003,165676,227726,304057,45202,42422,122402,50856,620747,860741
2017-04-21,TOTAL,386570,386570,1500420,1500420,1060006,1112714,1060006,1112715,365480,183879,365480,183879,4609069,4609070
2017-04-24,Client,151118,214075,884501,273599,434513,621426,611457,782918,289025,122617,209627,118155,2503200,2209831
2017-04-24,DII,23562,22827,25261,435005,142648,9763,0,0,170,40,0,0,201444,457832
2017-04-24,FII,226407,111564,499233,765533,234158,437554,213797,80233,27279,27282,33432,17300,1451913,1221859
2017-04-24,Pro,22089,74710,166722,101580,214006,169628,200071,375221,49490,42757,122905,57241,664692,931728
2017-04-24,TOTAL,423176,423176,1575717,1575717,1025325,1238371,1025325,1238372,365964,192696,365964,192696,4821249,4821250
2017-04-25,Client,197167,247519,900310,325232,418819,712435,614472,850773,281323,124805,202957,118655,2634859,2359608
2017-04-25,DII,23562,25552,27460,429720,142784,9763,0,0,120,0,0,0,203689,455272
2017-04-25,FII,247211,143054,559243,798525,253367,431030,216066,83795,26736,27068,33976,18408,1544655,1293824
2017-04-25,Pro,24414,76229,172672,106208,210205,167770,194637,386431,51971,44765,123217,59575,671797,946297
2017-04-25,TOTAL,492354,492354,1659685,1659685,1025175,1320998,1025175,1320999,360150,196638,360150,196638,5055000,5055001
2017-04-26,Client,216482,264410,898501,342049,395363,767773,617400,879991,268329,125536,191052,117804,2671984,2412706
2017-04-26,DII,23295,26462,29641,431314,143192,9763,0,0,105,0,0,0,205996,457776
2017-04-26,FII,271757,164401,598032,816474,270009,437306,217011,97305,26176,24769,34409,18571,1628049,1348171
2017-04-26,Pro,24741,81002,162004,98341,205388,162327,179541,399874,55350,47386,124499,61316,657196,944573
2017-04-26,TOTAL,536275,536275,1688178,1688178,1013952,1377169,1013952,1377170,349960,197691,349960,197691,5163225,5163226
2017-04-27,Client,136898,233193,808639,235648,238411,436732,481750,564450,76020,34050,56136,41391,1730750,1612568
2017-04-27,DII,22994,26698,27587,428770,142584,9052,0,0,50,0,0,0,202267,455468
2017-04-27,FII,193702,33469,353587,590525,195853,227881,152602,55765,76,77,1560,712,971176,834633
2017-04-27,Pro,14446,74680,119295,54165,163197,122466,105693,175917,16105,22436,34555,14460,457945,459470
2017-04-27,TOTAL,368040,368040,1309108,1309108,740045,796131,740045,796132,92251,56563,92251,56563,3362138,3362139
2017-04-28,Client,141422,227828,881221,271569,285028,476525,517973,621924,115469,49658,86925,57881,1949323,1784100
2017-04-28,DII,22994,25345,29017,457352,142584,9558,0,0,50,0,0,0,204203,482697
2017-04-28,FII,185989,35511,378013,631118,201726,271119,163447,60037,5670,5991,8184,4435,1048508,902732
2017-04-28,Pro,16332,78053,134873,63085,176461,134403,124379,209645,25229,28805,51309,22138,516103,548609
2017-04-28,TOTAL,366737,366737,1423124,1423124,805799,891605,805799,891606,146418,84454,146418,84454,3718137,3718138
2017-05-02,Client,145332,221296,893666,281586,326847,528709,557795,659501,142850,58282,108542,67254,2095686,1895974
2017-05-02,DII,23767,25473,30463,456897,142584,9758,0,0,50,0,0,0,206622,482370
2017-05-02,FII,176879,35824,383702,638700,205087,278522,163340,61701,8137,8366,10188,5512,1060693,915265
2017-05-02,Pro,18701,82086,136252,66900,194088,149392,147470,245180,30487,32461,62794,26343,561381,630773
2017-05-02,TOTAL,364679,364679,1444083,1444083,868606,966381,868605,966382,181524,99109,181524,99109,3924382,3924382
2017-05-03,Client,144340,216959,905759,285453,363359,551886,590980,683987,166717,67218,127605,77780,2199279,1982764
2017-05-03,DII,23765,25485,31716,457767,142584,9758,0,0,83,0,0,0,207906,483252
2017-05-03,FII,178332,35855,386477,647548,209464,292962,162095,66962,11175,11023,13129,7315,1089433,932904
2017-05-03,Pro,18361,86499,136042,69226,201994,155194,164326,258851,33720,36358,70961,29504,581669,679367
2017-05-03,TOTAL,364798,364798,1459994,1459994,917401,1009800,917401,1009800,211695,114599,211695,114599,4078287,4078287
2017-05-04,Client,158690,215087,910475,301718,269762,544826,540584,663815,182177,75843,139501,84082,2141773,1944787
2017-05-04,DII,24483,26509,34277,455906,142584,9758,0,0,83,0,0,0,211185,482415
2017-05-04,FII,176339,40764,392868,648278,226154,303574,162452,77767,12627,12342,14846,7959,1123904,952066
2017-05-04,Pro,19415,96567,138251,69969,206427,161305,141891,277882,36019,38139,76559,34283,599556,697151
2017-05-04,TOTAL,378927,378927,1475871,1475871,844927,1019463,844927,1019464,230906,126324,230906,126324,4076418,4076419
2017-05-05,Client,158163,209529,911047,292024,336406,518305,570346,681572,206027,79511,154057,89335,2209459,1996863
2017-05-05,DII,24439,23858,33475,456340,142584,9958,0,0,649,0,0,0,211105,480198
2017-05-05,FII,165383,44403,393034,655446,234407,327653,167729,80314,14888,13608,18851,9296,1148973,976039
2017-05-05,Pro,16707,86902,136505,70251,202562,173825,177884,267856,37702,42290,86358,36778,609591,726029
2017-05-05,TOTAL,364692,364692,1474061,1474061,915959,1029741,915959,1029742,259266,135409,259266,135409,4179128,4179129
2017-05-08,Client,165349,208868,913913,301870,350391,573751,594763,709083,217973,87284,164342,94528,2308661,2073454
2017-05-08,DII,23741,23858,31851,460734,142584,9958,0,0,898,0,0,0,209032,484592
2017-05-08,FII,164786,46858,395372,647891,247282,330850,173998,84218,18125,15188,22123,11065,1171603,986153
2017-05-08,Pro,17799,92091,141557,72198,214756,177581,186252,298840,40709,43094,91240,39973,635496,780594
2017-05-08,TOTAL,371675,371675,1482693,1482693,955013,1092140,955013,1092141,277705,145566,277705,145566,4324792,4324793
2017-05-09,Client,170956,204716,928340,308158,381034,599839,614469,734112,228751,92780,171437,98409,2401700,2131301
2017-05-09,DII,23741,23826,32431,465517,142584,9958,0,0,1051,0,0,0,209765,489343
2017-05-09,FII,162794,58712,393154,653203,251165,335981,174526,94296,20607,16526,24621,11926,1180227,1017284
2017-05-09,Pro,17647,87884,145669,72716,216421,177607,202209,294978,42382,44154,96733,43125,643880,797645
2017-05-09,TOTAL,375138,375138,1499594,1499594,991204,1123385,991204,1123386,292791,153460,292791,153460,4435572,4435573
2017-05-10,Client,187377,215720,934604,326828,353806,685340,630927,773560,234905,102176,178562,103785,2498208,2229382
2017-05-10,DII,23741,23880,29745,460548,142584,10270,0,0,1051,0,0,0,207391,484428
2017-05-10,FII,166352,67086,400335,651973,275052,338232,174268,107935,22485,17437,25880,13210,1219893,1040352
2017-05-10,Pro,21261,92045,148046,73381,233226,189414,199473,341762,45509,45714,99508,48332,683170,854501
2017-05-10,TOTAL,398731,398731,1512730,1512730,1004668,1223256,1004668,1223257,303950,165327,303950,165327,4608662,4608663
2017-05-11,Client,191825,219537,934789,336597,284412,642699,588589,713221,243548,107532,185085,106887,2404805,2149916
2017-05-11,DII,23741,23880,29935,457929,142584,9457,0,0,1051,0,0,0,206768,481809
2017-05-11,FII,170978,73344,406965,651707,292454,340521,172706,118851,23957,18337,26904,14931,1253212,1058443
2017-05-11,Pro,19604,89387,149260,74716,210370,170039,168525,330645,46214,46909,102781,50960,642396,817014
2017-05-11,TOTAL,406148,406148,1520949,1520949,929820,1162716,929820,1162717,314770,172778,314770,172778,4507181,4507182
2017-05-12,Client,189018,210665,936721,335101,344394,641218,613795,740997,267311,111992,200990,110707,2490654,2212255
2017-05-12,DII,23741,23894,30060,462422,142584,11274,0,0,1051,0,0,0,208710,486316
2017-05-12,FII,165470,80921,411008,657162,291454,344636,175628,120716,27184,18851,29620,16801,1258603,1080848
2017-05-12,Pro,18547,81296,152091,75195,207368,188330,196377,323746,48799,49877,113735,53212,665012,843561
2017-05-12,TOTAL,396776,396776,1529880,1529880,985800,1185458,985800,1185459,344345,180720,344345,180720,4622979,4622980
2017-05-15,Client,197660,214958,947804,348118,338318,695778,626695,747714,278687,117892,209963,114359,2576139,2261807
2017-05-15,DII,23731,23908,29790,463417,142584,6777,0,0,1051,0,0,0,203933,487325
2017-05-15,FII,164329,81406,414635,658298,294278,343139,174214,124357,27893,19825,30177,17952,1264099,1086404
2017-05-15,Pro,18536,83984,155609,78005,215117,168101,189388,341725,51794,50926,119285,56332,660083,868719
2017-05-15,TOTAL,404256,404256,1547838,1547838,990297,1213795,990297,1213796,359425,188643,359425,188643,4704254,4704255
2017-05-16,Client,206475,222969,950185,357316,316598,795859,629768,792086,283637,123476,214263,116947,2676230,2333349
2017-05-16,DII,23731,23960,29321,459636,142584,6910,0,0,1051,0,0,0,203597,483596
2017-05-16,FII,166383,84139,418581,659735,305069,340245,172290,141384,28850,21280,31678,18637,1280408,1107863
2017-05-16,Pro,20655,86176,159179,80579,223569,169281,185762,378826,54238,51449,121835,60621,678371,913799
2017-05-16,TOTAL,417244,417244,1557266,1557266,987820,1312295,987820,1312296,367776,196205,367776,196205,4838606,4838607
2017-05-17,Client,213496,228469,963333,370168,330237,851924,644972,822669,293516,131766,219386,121987,2784272,2407651
2017-05-17,DII,23725,23980,31630,461480,142584,7563,0,0,1051,0,0,0,206553,485460
2017-05-17,FII,170349,87986,426144,670509,321764,350511,180121,160316,29268,22105,34024,19596,1320141,1152552
2017-05-17,Pro,18746,85881,166928,85878,213844,173032,183336,400046,57568,50613,127993,62901,680731,946035
2017-05-17,TOTAL,426316,426316,1588035,1588035,1008429,1383030,1008429,1383031,381403,204484,381403,204484,4991697,4991698
2017-05-18,Client,198709,216398,958894,347492,334650,667935,615043,749339,319742,125517,229627,121368,2605447,2279267
2017-05-18,DII,19125,21353,31147,462485,142584,6705,0,0,1051,0,0,0,200612,483838
2017-05-18,FII,168055,87768,418297,677780,310651,376527,180305,137820,31548,21355,37725,19538,1326433,1140936
2017-05-18,Pro,13160,73530,169531,90112,197204,182711,189741,346720,56556,54189,141545,60155,673351,901803
2017-05-18,TOTAL,399049,399049,1577869,1577869,985089,1233878,985089,1233879,408897,201061,408897,201061,4805843,4805844
2017-05-19,Client,188033,213161,947197,336608,388617,656765,632704,767682,328371,123743,233147,122710,2632726,2306012
2017-05-19,DII,18161,23992,31965,468444,142584,6465,0,0,1039,0,0,0,200214,492436
2017-05-19,FII,166144,81707,421081,670862,305483,393853,192365,123566,31779,22215,38915,19195,1340555,1126610
2017-05-19,Pro,15960,69438,170623,94952,194178,190706,205793,356542,54634,54090,143761,58143,680191,928629
2017-05-19,TOTAL,388298,388298,1570866,1570866,1030862,1247789,1030862,1247790,415823,200048,415823,200048,4853686,4853687
2017-05-22,Client,199050,229153,960494,347445,468760,674054,678882,796254,334743,121896,235949,122762,2758997,2410445
2017-05-22,DII,18427,24004,30946,469225,142584,6465,0,0,831,0,13,0,199253,493242
2017-05-22,FII,176065,92636,451335,698552,309100,392617,198744,122083,31949,22259,38811,19441,1383325,1170267
2017-05-22,Pro,17450,65199,176441,103994,184941,190447,227759,345247,56491,55834,149241,57786,681604,949226
2017-05-22,TOTAL,410992,410992,1619216,1619216,1105385,1263583,1105385,1263584,424014,199989,424014,199989,5023179,5023180
2017-05-23,Client,226640,268007,984823,369204,503406,622574,687321,801375,329290,119953,231855,122117,2786686,2479879
2017-05-23,DII,18609,24214,29824,477593,142584,5198,0,0,831,0,13,0,197046,501820
2017-05-23,FII,175932,84579,489929,731066,300196,427917,208115,113662,32028,22981,37944,22167,1448983,1197533
2017-05-23,Pro,18277,62658,176471,103184,191498,213100,242248,353753,58379,58902,150716,57552,716627,970111
2017-05-23,TOTAL,439458,439458,1681047,1681047,1137684,1268789,1137684,1268790,420528,201836,420528,201836,5149342,5149343
2017-05-24,Client,217920,266930,958451,357786,527704,628262,662073,834084,321330,115571,227074,120655,2769238,2468602
2017-05-24,DII,18742,24340,29588,478885,142584,13530,0,0,831,0,6,0,205275,503231
2017-05-24,FII,197904,104170,520677,740343,309714,432078,217277,114367,32948,23914,37859,21059,1517235,1235075
2017-05-24,Pro,18970,58096,167730,99432,194826,184557,295478,309977,59860,60822,150030,58593,686765,971606
2017-05-24,TOTAL,453536,453536,1676446,1676446,1174828,1258427,1174828,1258428,414969,200307,414969,200307,5178513,5178514
2017-05-25,Client,117970,225408,849300,229546,239441,374428,465060,552247,72344,35233,54644,42216,1688716,1569121
2017-05-25,DII,16753,21629,21207,474310,142584,13253,0,0,263,0,0,0,194060,495939
2017-05-25,FII,199479,46778,388046,626169,183704,256016,159388,45376,11,0,445,1200,1027256,879356
2017-05-25,Pro,16447,56834,122202,50730,170295,132721,111576,178796,17621,24275,35150,16092,483561,449178
2017-05-25,TOTAL,350649,350649,1380755,1380755,736024,776418,736024,776419,90239,59508,90239,59508,3393593,3393594
2017-05-26,Client,115206,227096,866335,236051,260458,474363,511786,613920,106413,49399,84065,57622,1872174,1730540
2017-05-26,DII,16708,21478,26532,483364,142584,13253,0,0,375,0,20,0,199452,504862
2017-05-26,FII,198386,34592,399979,642295,224070,269382,166085,61539,10797,9552,10249,7372,1112166,922132
2017-05-26,Pro,19639,66773,126475,57611,184169,148775,133410,230315,24650,28440,47901,22397,532148,558407
2017-05-26,TOTAL,349939,349939,1419321,1419321,811281,905773,811281,905774,142235,87391,142235,87391,3715940,3715941
2017-05-29,Client,114578,242614,889480,240439,313804,522443,543974,658571,135173,59467,105246,67718,1721141,1858562
2017-05-29,DII,16752,21492,28715,495886,142834,14453,0,0,415,0,20,0,60335,517398
2017-05-29,FII,219833,38437,406245,653821,235204,273032,166387,62136,15479,12219,15267,10054,926808,946102
2017-05-29,Pro,19570,68190,126017,60311,184717,160133,166198,249355,27960,33058,58494,26972,366738,629520
2017-05-29,TOTAL,370733,370733,1450457,1450457,876559,970061,876559,970062,179027,104744,179027,104744,3075022,3951582
2017-05-30,Client,115576,249682,890028,244645,334001,562611,563367,693615,148071,67573,118115,75291,2117860,1944715
2017-05-30,DII,17057,21492,28754,504699,142834,19119,0,0,415,0,56,0,208179,526247
2017-05-30,FII,222832,40743,419765,656256,236052,276862,167171,63733,18411,15904,17023,11550,1189826,956476
2017-05-30,Pro,22032,65580,127701,60648,198728,169905,181077,271150,31530,34150,63233,30786,584046,672474
2017-05-30,TOTAL,377497,377497,1466248,1466248,911615,1028497,911615,1028498,198427,117627,198427,117627,4099911,4099912
2017-05-31,Client,117405,263694,911701,251912,362001,621794,578897,734208,160189,70941,129748,79728,2244031,2038187
2017-05-31,DII,17333,21939,34577,515373,142834,19125,0,0,415,0,56,0,214284,537368
2017-05-31,FII,237276,39362,438842,685438,236469,298060,179796,72434,22297,18233,18586,12243,1251177,1007859
2017-05-31,Pro,20819,67838,131177,63574,203572,176774,186183,309112,34433,36105,68944,33308,602880,728959
2017-05-31,TOTAL,392833,392833,1516297,1516297,944876,1115753,944876,1115754,217334,125279,217334,125279,4312372,4312373
2017-06-01,Client,115729,264076,920980,252256,289802,496292,528169,645771,171568,74103,139546,83091,2068474,1912909
2017-06-01,DII,17484,21939,34105,516636,142834,19125,0,0,435,0,78,0,213983,538653
2017-06-01,FII,243842,40759,435711,690176,235184,306573,179042,79918,24619,19299,19903,12439,1265228,1022237
2017-06-01,Pro,18513,68794,133488,65216,198082,162206,158690,258508,37984,36838,75079,34710,587111,660997
2017-06-01,TOTAL,395568,395568,1524284,1524284,865902,984196,865901,984197,234606,130240,234606,130240,4134796,4134796
2017-06-02,Client,120041,264115,921691,256370,314537,531685,561657,674015,180087,77852,146135,86062,2145893,1988354
2017-06-02,DII,17515,21939,34831,516052,142834,19125,0,0,435,0,104,0,214740,538095
2017-06-02,FII,242156,41904,427481,680451,241618,310618,177722,82901,26260,19972,20824,12881,1268105,1016683
